Time_s,Signal,Primary,Secondary,Amplitude,TrueFreq_Primary_Hz,TrueFreq_Secondary_Hz
0.68,0.0207987769858616,-0.271102158724703,0.291900935710565,0.993223067683635,0.8,5
0.69,-0.165290663233641,-0.318736721420297,0.153446058186656,0.993123750342816,0.8,5
0.7,-0.36555667885975,-0.365556678859749,-1.33832928896643e-15,0.993024442933235,0.8,5
0.71,-0.564859306074034,-0.4114439340303,-0.153415372043734,0.992925145453899,0.8,5
0.72,-0.748066968082085,-0.456282769396844,-0.291784198685242,0.992825857903813,0.8,5
0.73,-0.90152647581846,-0.499960138710534,-0.401566337107926,0.992726580281987,0.8,5
0.74,-1.01438828895621,-0.5423659520118,-0.472022336944409,0.992627312587426,0.8,5
0.75,-1.07965738051879,-0.583393353109225,-0.496264027409569,0.992528054819138,0.8,5
0.76,-1.09486693075179,-0.622938988834954,-0.471927941916838,0.992428806976131,0.8,5
0.77,-1.06230901209226,-0.660903269398153,-0.401405742694107,0.992329569057412,0.8,5
0.78,-0.988799799857393,-0.697190619180708,-0.291609180676684,0.992230341061989,0.8,5
0.79,-0.885002406169517,-0.731709717343587,-0.15329268882593,0.992131122988869,0.8,5
0.8,-0.76437372763818,-0.764373727638179,-4.8595548366289e-16,0.992031914837061,0.8,5
0.81,-0.64183848349049,-0.795100516844305,0.153262033353815,0.991932716605571,0.8,5
0.82,-0.532320300955381,-0.823812861285419,0.291492560330039,0.991833528293409,0.8,5
0.83,-0.449273669414698,-0.850438640901774,0.401164971487076,0.991734349899582,0.8,5
0.84,-0.403360469853851,-0.874911020393833,0.471550550539982,0.991635181423098,0.8,5
0.85,-0.401400605549494,-0.897168616980978,0.495768011431483,0.991536022862967,0.8,5
0.86,-0.445699404494197,-0.917155654354454,0.471456249860257,0.991436874218195,0.8,5
0.87,-0.533817564851051,-0.934822102438452,0.401004537587401,0.991337735487793,0.8,5
0.88,-0.658806085357146,-0.950123802609155,0.291317717252009,0.991238606670767,0.8,5
0.89,-0.809883105300459,-0.963022578058365,0.153139472757907,0.991139487766128,0.8,5
0.9,-0.973486329025934,-0.973486329025934,5.46153492460497e-16,0.991040378772884,0.8,5
0.91,-1.1345979605894,-0.981489112663464,-0.153108847925941,0.990941279690043,0.8,5
0.92,-1.27821242079806,-0.987011207330643,-0.291201213467417,0.990842190516615,0.8,5
0.93,-1.39080316819615,-0.990039161164918,-0.400764007031231,0.99074311125161,0.8,5
0.94,-1.46164506049112,-0.990565824804972,-0.471079235686146,0.990644041894035,0.8,5
0.95,-1.48386285940998,-0.988590368188528,-0.49527249122145,0.9905449824429,0.8,5
0.96,-1.45510331064518,-0.984118281385215,-0.470985029259965,0.990445932897216,0.8,5
0.97,-1.37776509295088,-0.977161359465616,-0.400603733485265,0.990346893255991,0.8,5
0.98,-1.25876421659295,-0.967737671447878,-0.291026545145075,0.990247863518235,0.8,5
0.99,-1.10885792323289,-0.955871513403525,-0.15298640982937,0.990148843682957,0.8,5
1,-0.94159334584408,-0.94159334584408,-6.06230679948644e-16,0.990049833749168,0.8,5
1.01,-0.77198389994287,-0.924939715549797,0.152955815606927,0.989950833715877,0.8,5
1.02,-0.615043004235017,-0.905953162041054,0.290910157806037,0.989851843582095,0.8,5
1.03,-0.484318665592298,-0.884682108931722,0.400363443339425,0.989752863346831,0.8,5
1.04,-0.390572348530385,-0.861180740441968,0.470608391911583,0.989653893009096,0.8,5
1.05,-0.340731397101391,-0.835508863385341,0.49477746628395,0.989554932567899,0.8,5
1.06,-0.33721747533694,-0.807731754981681,0.470514279644741,0.989455982022252,0.8,5
1.07,-0.377716666896163,-0.777919996883057,0.400203329986894,0.989357041371165,0.8,5
1.08,-0.455413631770023,-0.746149295834733,0.29073566406471,0.989258110613648,0.8,5
1.09,-0.559666791539555,-0.712500291426807,0.152833499887253,0.989159189748712,0.8,5
1.1,-0.677058351424701,-0.6770583514247,-1.09073676327042e-15,0.989060278775369,0.8,5
1.11,-0.792716291441689,-0.639913355197946,-0.152802936243743,0.988961377692628,0.8,5
1.12,-0.891778858851504,-0.601159465796669,-0.290619393054835,0.9888624864995,0.8,5
1.13,-0.960858171264847,-0.56089489125375,-0.399963280011097,0.988763605194998,0.8,5
1.14,-0.989359654463166,-0.519221635717713,-0.470138018745453,0.988664733778132,0.8,5
1.15,-0.970528177170955,-0.476245241046998,-0.494282936123957,0.988565872247913,0.8,5
1.16,-0.902118520064036,-0.432074519520199,-0.470044000543837,0.988467020603353,0.8,5
1.17,-0.786624605031066,-0.386821278339175,-0.399803326691891,0.988368178843463,0.8,5
1.18,-0.631045110342601,-0.340600036622566,-0.290445073720035,0.988269346967255,0.8,5
1.19,-0.44620847838466,-0.293527735606009,-0.152680742778651,0.98817052497374,0.8,5
1.2,-0.24572344278242,-0.245723442782419,-7.26023316290644e-16,0.988071712861931,0.8,5
1.21,-0.0446578410473416,-0.197308050730847,0.152650209683505,0.987972910630838,0.8,5
1.22,0.141924947527368,-0.148403971395683,0.290328918923051,0.987874118279475,0.8,5
1.23,0.300428690056771,-0.0991348265893106,0.399563516646081,0.987775335806853,0.8,5
1.24,0.420042980216655,-0.0496251355007249,0.46966811571738,0.987676563211984,0.8,5
1.25,0.49378890024694,-2.41886798456763e-16,0.493788900246941,0.987577800493881,0.8,5
1.26,0.519189402953033,0.0496152114660608,0.469574191486972,0.987479047651556,0.8,5
1.27,0.498498903788648,0.0990951805884032,0.399403723200245,0.987380304684022,0.8,5
1.28,0.438469729540673,0.148314955720218,0.290154773820455,0.987281571590291,0.8,5
1.29,0.349678405762806,0.197150267412004,0.152528138350802,0.987182848369375,0.8,5
1.3,0.245477842160413,0.245477842160414,-9.67674527119644e-16,0.987084135020288,0.8,5
1.31,0.140678077805251,0.29317571357874,-0.15249763577349,0.986985431542042,0.8,5
1.32,0.0500847950834042,0.340123530203617,-0.290038735120213,0.98688673793365,0.8,5
1.33,-0.0129612936835137,0.386202859161104,-0.399164152844617,0.986788054194126,0.8,5
1.34,-0.0379011974314665,0.431297484925996,-0.469198682357462,0.986689380322482,0.8,5
1.35,-0.0180016557381552,0.475293702420711,-0.493295358158866,0.986590716317733,0.8,5
1.36,0.0489757517102153,0.518080603714554,-0.469104852004339,0.98649206217889,0.8,5
1.37,0.160545838488147,0.559550357600501,-0.399004519112354,0.986393417904968,0.8,5
1.38,0.309733717269067,0.59959848134474,-0.289864764075673,0.98629478349498,0.8,5
1.39,0.485748417473049,0.638124103924152,-0.152375686451103,0.98619615894794,0.8,5
1.4,0.675030220088532,0.67503022008853,2.65798739327425e-15,0.986097544262862,0.8,5
1.41,0.862569148968765,0.710223934607643,0.152345214361122,0.985998939438759,0.8,5
1.42,1.03336553744433,0.743616696088201,0.289748841356131,0.985900344474645,0.8,5
1.43,1.17388970797953,0.775124519772192,0.398765188207337,0.985801759369535,0.8,5
1.44,1.27339791695232,0.804668198756057,0.468729718196265,0.985703184122443,0.8,5
1.45,1.32497581246571,0.832173503099517,0.492802309366191,0.985604618732382,0.8,5
1.46,1.32620734795014,0.857571366323539,0.468635981626596,0.985506063198368,0.8,5
1.47,1.27940377285793,0.880798058828914,0.398605714029019,0.985407517519414,0.8,5
1.48,1.19137039199571,0.901795347800029,0.289575044195682,0.985308981694536,0.8,5
1.49,1.07273403011974,0.920510643192631,0.152223386927108,0.985210455722747,0.8,5
1.5,0.936897129439653,0.93689712943965,2.6547209692163e-15,0.985111939603063,0.8,5
1.51,0.798720937251262,0.950913882545247,-0.152192945293985,0.985013433334498,0.8,5
1.52,0.673066734933333,0.962525972274251,-0.289459237340917,0.984914936916067,0.8,5
1.53,0.573337926846579,0.97170454918186,-0.398366622335281,0.984816450346786,0.8,5
1.54,0.510165693501982,0.978426916266809,-0.468261222764826,0.98471797362567,0.8,5
1.55,0.490366831694224,0.98267658507009,-0.492309753375866,0.984619506751733,0.8,5
1.56,0.516275736195777,0.98444331608065,-0.468167579884874,0.984521049723991,0.8,5
1.57,0.585515835797704,0.983723143349132,-0.398207307551428,0.98442260254146,0.8,5
1.58,0.691232769359902,0.980518383250659,-0.289285613890757,0.984324165203155,0.8,5
1.59,0.822766387751186,0.974837627377694,-0.152071239626508,0.984225737708091,0.8,5
1.6,0.966695719584097,0.966695719584098,-9.64166697967334e-16,0.984127320055285,0.8,5
1.61,1.10815454566134,0.956113717241538,0.152040828419807,0.984028912243752,0.8,5
1.62,1.23228875959424,0.943118836809272,0.289169922784965,0.983930514272508,0.8,5
1.63,1.32571283868779,0.927744383857912,0.39796845482988,0.98383212614057,0.8,5
1.64,1.3778228633217,0.910029667727052,0.46779319559465,0.983733747846952,0.8,5
1.65,1.38183759073069,0.890019901035357,0.491817689695336,0.983635379390672,0.8,5
1.66,1.33546573061077,0.867766084300001,0.46769964631077,0.983537020770746,0.8,5
1.67,1.24113417524102,0.843324875959844,0.39780929928118,0.98343867198619,0.8,5
1.68,1.10575492100504,0.816758448133564,0.288996472871472,0.983340333036021,0.8,5
1.69,0.940053572877121,0.788134328479957,0.151919244397164,0.983242003919255,0.8,5
1.7,0.757525228562585,0.757525228562583,2.76981720983095e-15,0.98314368463491,0.8,5
1.71,0.573119995568548,0.725008859155013,-0.151888863586465,0.983045375182001,0.8,5
1.72,0.401786835556824,0.690667732955782,-0.288880897398957,0.982947075559546,0.8,5
1.73,0.25701826992091,0.654588955213875,-0.397570685292965,0.982848785766561,0.8,5
1.74,0.149538366578318,0.616864002796023,-0.467325636217705,0.982750505802065,0.8,5
1.75,0.0862623744236214,0.577588492256158,-0.491326117832537,0.982652235665073,0.8,5
1.76,0.0696297570586857,0.536861937495038,-0.467232180436352,0.982553975354604,0.8,5
1.77,0.0973758088039849,0.494787497624247,-0.397411688820262,0.982455724869675,0.8,5
1.78,0.162764094824706,0.451471715673388,-0.288707620848682,0.982357484209303,0.8,5
1.79,0.255256847715184,0.407024248802262,-0.151767401087078,0.982259253372505,0.8,5
1.8,0.36155759070122,0.361557590701221,-1.08252032807237e-15,0.982161032358301,0.8,5
1.81,0.466923837524377,0.315186786882373,0.151737050642004,0.982062821165706,0.8,5
1.82,0.55662130447611,0.268029143582237,0.288592160893874,0.98196461979374,0.8,5
1.83,0.617377244339125,0.220203931012355,0.39717331332677,0.98186642824142,0.8,5
1.84,0.63869062587502,0.171832081708582,0.466858544166438,0.981768246507765,0.8,5
1.85,0.613870922037796,0.123035884741901,0.490835037295896,0.981670074591791,0.8,5
1.86,0.540703858358157,0.0739386765640042,0.466765181794153,0.981571912492519,0.8,5
1.87,0.42167900504025,0.0246645292691832,0.397014475771067,0.981473760208966,0.8,5
1.88,0.263756994593962,-0.0246620629395741,0.288419057533536,0.98137561774015,0.8,5
1.89,0.0776992112564575,-0.0739164982879438,0.151615709544401,0.981277485085091,0.8,5
1.9,-0.122974382176454,-0.122974382176453,-6.01406413706295e-16,0.981179362242806,0.8,5
1.91,-0.323297230775031,-0.171711841340426,-0.151585389434606,0.981081249212315,0.8,5
1.92,-0.508309549611258,-0.220005836630286,-0.288303712980972,0.980983145992636,0.8,5
1.93,-0.664510812156404,-0.267734473622486,-0.396776338533918,0.980885052582789,0.8,5
1.94,-0.78116922925064,-0.314777310276887,-0.466391918973753,0.980786968981793,0.8,5
1.95,-0.851360108458491,-0.361015660864158,-0.490344447594333,0.980688895188666,0.8,5
1.96,-0.872631545313369,-0.406332895396193,-0.466298649917176,0.980590831202428,0.8,5
1.97,-0.847232393540574,-0.450614733804192,-0.396617659736382,0.980492777022099,0.8,5
1.98,-0.781880316759842,-0.493749534122364,-0.288130782637478,0.980394732646697,0.8,5
1.99,-0.687092743568033,-0.535628573950583,-0.15146416961745,0.980296698075243,0.8,5
2,-0.576146324486359,-0.576146324486358,-1.2003971677936e-15,0.980198673306755,0.8,5
2.01,-0.463766836622897,-0.615200716435506,0.151433879812609,0.980100658340255,0.8,5
2.02,-0.364677843759634,-0.652693397131444,0.28801555337181,0.980002653174761,0.8,5
2.03,-0.292150217698008,-0.688529978215452,0.396379760517444,0.979904657809293,0.8,5
2.04,-0.256694513081152,-0.722620273254179,0.465925760173027,0.979806672242872,0.8,5
2.05,-0.265024176458962,-0.754878524696221,0.489854348237259,0.979708696474518,0.8,5
2.06,-0.319391035257761,-0.785223619596648,0.465832584338887,0.979610730503251,0.8,5
2.07,-0.417358053247435,-0.813579293566825,0.39622124031939,0.979512774328091,0.8,5
2.08,-0.552031526564559,-0.83987432243678,0.28784279587222,0.979414827948058,0.8,5
2.09,-0.71272991999372,-0.864042701148398,0.151312781154678,0.979316891362175,0.8,5
2.1,-0.886023809430212,-0.886023809430212,-4.80285065827798e-16,0.97921896456946,0.8,5
2.11,-1.05704508546239,-0.905762563837898,-0.151282521624496,0.979121047568934,0.8,5
2.12,-1.21093723755746,-0.923209555779232,-0.287727681778226,0.979023140359619,0.8,5
2.13,-1.33430475405839,-0.938321175177632,-0.395983578880757,0.978925242940536,0.8,5
2.14,-1.41651978676293,-0.951059719464828,-0.4654600672981,0.978827355310705,0.8,5
2.15,-1.45075822636487,-0.961393487630295,-0.489364738734574,0.978729477469148,0.8,5
2.16,-1.4346638436861,-0.969296859092875,-0.46536698459322,0.978631609414885,0.8,5
2.17,-1.37057557432208,-0.974750357198407,-0.39582521712367,0.978533751146938,0.8,5
2.18,-1.26529579413584,-0.977740697186056,-0.287555096949783,0.978435902664329,0.8,5
2.19,-1.12942236251,-0.978260818505302,-0.1511615440047,0.978338063966079,0.8,5
2.2,-0.97630990140506,-0.976309901405062,2.15760881430157e-15,0.97824023505121,0.8,5
2.21,-0.820762053037303,-0.971893367756229,0.151131314718926,0.978142415918743,0.8,5
2.22,-0.677582768196317,-0.965022866108664,0.287440097912347,0.9780446065677,0.8,5
2.23,-0.56012844779588,-0.955716241023566,0.395587793227685,0.977946806997103,0.8,5
2.24,-0.479002646878533,-0.94399748676181,0.464994839883277,0.977849017205975,0.8,5
2.25,-0.441021066851703,-0.929896685448371,0.488875618596668,0.977751237193336,0.8,5
2.26,-0.448548079657528,-0.913449929872105,0.464901850214577,0.97765346695821,0.8,5
2.27,-0.499269641365781,-0.894699231118981,0.395429589753199,0.977555706499619,0.8,5
2.28,-0.586424725692612,-0.873692411275079,0.287267685582466,0.977457955816584,0.8,5
2.29,-0.699472523457086,-0.850482981473371,0.151010458016285,0.97736021490813,0.8,5
2.3,-0.825130005595241,-0.825130005595237,-3.83157911223812e-15,0.977262483773277,0.8,5
2.31,-0.948678208918555,-0.797697949973871,-0.150980258944684,0.977164762411049,0.8,5
2.32,-1.05540932096856,-0.768256519481977,-0.287152801486585,0.977067050820469,0.8,5
2.33,-1.13207288358297,-0.736880480420525,-0.395192403162441,0.97696934900056,0.8,5
2.34,-1.16817954812187,-0.703649470658537,-0.464530077463332,0.976871656950343,0.8,5
2.35,-1.15703478484044,-0.668647797506019,-0.488386987334422,0.976773974668844,0.8,5
2.36,-1.09640140457087,-0.631964223833048,-0.464437180737825,0.976676302155084,0.8,5
2.37,-0.988726100789903,-0.593691742977552,-0.395034357812351,0.976578639408087,0.8,5
2.38,-0.840907904495498,-0.553927343012633,-0.286980561482865,0.976480986426877,0.8,5
2.39,-0.663631284009269,-0.512771760970935,-0.150859523038334,0.976383343210476,0.8,5
2.4,-0.470329227648876,-0.470329227648875,-1.43472620340999e-15,0.976285709757909,0.8,5
2.41,-0.275877849486494,-0.426707203637207,0.150829354150713,0.976188086068199,0.8,5
2.42,-0.0951503150327795,-0.382016107246433,0.286865792213654,0.97609047214037,0.8,5
2.43,0.0584283732737829,-0.336369035015849,0.394797408289632,0.975992867973446,0.8,5
2.44,0.174184304059773,-0.289881475513733,0.464065779573505,0.97589527356645,0.8,5
2.45,0.24522782730636,-0.242671017152844,0.487898844459204,0.975797688918407,0.8,5
2.46,0.269115924937785,-0.194857050760505,0.46397297569829,0.975700114028341,0.8,5
2.47,0.248079053250389,-0.146560467655505,0.394639520905894,0.975602548895276,0.8,5
2.48,0.188790370368429,-0.0979033539954148,0.286693724363843,0.975504993518237,0.8,5
2.49,0.101700056752904,-0.0490086821670152,0.150708738919919,0.975407447896248,0.8,5
2.5,-7.17249795115529e-16,-4.77764064776874e-16,-2.39485730338655e-16,0.975309912028333,0.8,5
2.51,-0.101679718775418,0.0489988814106909,-0.150678600186109,0.975212385913517,0.8,5
2.52,-0.188714869321499,0.0978642004850398,-0.286579069806538,0.975114869550825,0.8,5
2.53,-0.247930250463743,0.146472557750521,-0.394402808214264,0.975017362939282,0.8,5
2.54,-0.26890071829197,0.194701227457528,-0.463601945749497,0.974919866077912,0.8,5
2.55,-0.244982722052104,0.242428467430767,-0.487411189482871,0.974822378965741,0.8,5
2.56,-0.173975408257453,0.289533826374317,-0.46350923463177,0.974724901601794,0.8,5
2.57,-0.0583466307842941,0.335898447854701,-0.394245078638995,0.974627433985096,0.8,5
2.58,0.0949981962561999,0.38140537019477,-0.28640717393857,0.974529976114672,0.8,5
2.59,0.275381716011495,0.425939821521756,-0.150558105510262,0.974432527989548,0.8,5
2.6,0.469389509225241,0.469389509225239,1.91035234716612e-15,0.974335089608749,0.8,5
2.61,0.662172899995072,0.511644903094961,0.150527996900111,0.974237660971301,0.8,5
2.62,0.838892145403178,0.552599511424667,0.286292633978511,0.97414024207623,0.8,5
2.63,0.986158751927643,0.592150149385909,0.394008602541733,0.974042832922562,0.8,5
2.64,1.09333577452302,0.630197198995543,0.463138575527474,0.973945433509321,0.8,5
2.65,1.1535688819397,0.666644860021929,0.486924021917768,0.973848043835535,0.8,5
2.66,1.16444734827245,0.701401391197927,0.463045957074523,0.973750663900229,0.8,5
2.67,1.12823037175052,0.734379341133313,0.393851030617208,0.97365329370243,0.8,5
2.68,1.05161667826599,0.765495768345498,0.286120909920494,0.973555933241164,0.8,5
2.69,0.945080072513596,0.79467244985488,0.150407622658716,0.973458582515458,0.8,5
2.7,0.821836077820306,0.82183607782031,-3.57787866182335e-15,0.973361241524337,0.8,5
2.71,0.696540899578203,0.846918443720333,-0.15037754414213,0.973263910266828,0.8,5
2.72,0.583850125174392,0.86985660961754,-0.286006484443148,0.973166588741959,0.8,5
2.73,0.496978275198125,0.890593066075967,-0.393614790877842,0.973069276948756,0.8,5
2.74,0.446400207891323,0.909075876335387,-0.462675668444064,0.972971974886245,0.8,5
2.75,0.438821465104314,0.925258806381041,-0.486437341276727,0.972874682553454,0.8,5
2.76,0.476518298019862,0.939101440583132,-0.462583142563271,0.97277739994941,0.8,5
2.77,0.55711190617036,0.950569282616839,-0.393457376446479,0.97268012707314,0.8,5
2.78,0.673798909387567,0.95963384141092,-0.285834932023353,0.972582863923671,0.8,5
2.79,0.816015411695981,0.966272701910786,-0.150257290214805,0.972485610500031,0.8,5
2.8,0.970469580480364,0.970469580480359,5.24206968237876e-15,0.972388366801247,0.8,5
2.81,1.12244160656754,0.972214364805832,0.150227241761704,0.972291132826346,0.8,5
2.82,1.25722375911795,0.971503138203663,0.285720620914287,0.972193908574358,0.8,5
2.83,1.36155956110328,0.968338188274502,0.393221372828775,0.972096694044308,0.8,5
2.84,1.4249412239207,0.962727999884338,0.462213224036359,0.971999489235225,0.8,5
2.85,1.44063837956678,0.954687232493714,0.485951147073068,0.971902294146137,0.8,5
2.86,1.40635747253063,0.944236681895428,0.462120790635203,0.971805108776071,0.8,5
2.87,1.32446734219361,0.931403226460448,0.39306411573316,0.971707933124057,0.8,5
2.88,1.20176899799212,0.916219758030948,0.285549239961172,0.971610767189123,0.8,5
2.89,1.04883220566626,0.89872509763806,0.150107108028197,0.971513610970296,0.8,5
2.9,0.87896389626028,0.87896389626028,-6.01287981567951e-19,0.971416464466605,0.8,5
2.91,0.70690943126765,0.856986520876184,-0.150077089608534,0.971319327677079,0.8,5
2.92,0.547413882996122,0.832848926102198,-0.285435043106076,0.971222200600746,0.8,5
2.93,0.413784163741428,0.806612511742541,-0.392828348001113,0.971125083236635,0.8,5
2.94,0.316592724772039,0.778343966613958,-0.461751241841919,0.971027975583775,0.8,5
2.95,0.262649660221862,0.748115099042459,-0.485465438820597,0.970930877641194,0.8,5
2.96,0.254343753634925,0.716002654462886,-0.461658900827961,0.970833789407923,0.8,5
2.97,0.289416872500577,0.682088120584567,-0.39267124808399,0.970736710882989,0.8,5
2.98,0.361193687169456,0.646457520617707,-0.28526383344825,0.970639642065423,0.8,5
2.99,0.459244119136437,0.609201195085147,-0.14995707594871,0.970542582954252,0.8,5
3,0.570413572772909,0.570413572772914,-5.23039464617917e-15,0.970445533548508,0.8,5
3.01,0.680120018932698,0.530192931400233,0.149927087532465,0.970348493847219,0.8,5
3.02,0.773790899348558,0.488641148615626,0.285149750732932,0.970251463849415,0.8,5
3.03,0.838299159951754,0.445863443949922,0.392435716001832,0.970154443554126,0.8,5
3.04,0.863257833778571,0.401968112379812,0.461289721398759,0.970057432960381,0.8,5
3.05,0.842046466210183,0.357066250176577,0.484980216033605,0.96996043206721,0.8,5
3.06,0.772468946413688,0.311271473734028,0.461197472679659,0.969863440873644,0.8,5
3.07,0.656978405193303,0.264699632087203,0.3922787731061,0.969766459378713,0.8,5
3.08,0.502447226048473,0.217468513849288,0.284978712199185,0.969669487581445,0.8,5
3.09,0.319504743134366,0.169697549308048,0.149807193826317,0.969572525480873,0.8,5
3.1,0.121507508435229,0.121507508435225,3.56239555886468e-15,0.969475573076026,0.8,5
3.11,-0.0767570398109798,0.0730201955725097,-0.14977723538349,0.969378630365935,0.8,5
3.12,-0.260506601943686,0.0243581415658771,-0.284864743509563,0.96928169734963,0.8,5
3.13,-0.416399182311801,-0.024355705873506,-0.392043476438295,0.969184774026142,0.8,5
3.14,-0.533826955044776,-0.072998292799417,-0.460828662245359,0.969087860394501,0.8,5
3.15,-0.605942248093784,-0.121446769866914,-0.48449547822687,0.96899095645374,0.8,5
3.16,-0.6303153083186,-0.169578802589732,-0.460736505728869,0.968894062202888,0.8,5
3.17,-0.609159570642174,-0.217272880235154,-0.39188669040702,0.968797177640976,0.8,5
